id,p_num,title,abst
116,CN0316-0231,Product image designing method of network equipment supporting software safety on line upgrade," On the basis of the on-line programming power of network processor and the on-line security mechanism of software, the VxWorks product map supporting the on-line upgrade of software is configured for the network device based on network processor IXP1200 and VxWorks operating system. It can support the multi-CPU network processor and on-line upgrade of software, fully use the programming power of the network processor, and ensure the software security. "
117,CN0114-3904,Method for debugging and testing mobile communication device software in safety environment,??
118,CN0013-6079,Software safety mechanism,A load program causes a user's computer to generate an intermediate code as a function of a read time from the computer's system clock and an operating system ID. The software provider receives the intermediate code from the user and generates a password as a function of the intermediate code and a secret product ID code for the software that the user wishes to install. The load program within the user's computer uses the same mathematical algorithm to compute an internal key upon the next execution of the load program. The internal key is compared with the software supplier's password following a prompt from the load program to enter the supplier's password. The software supplier's password and the internally generated password must both agree before the load program authorizes execution of the software that the user wishes to install.
119,CN2010-10171389,CAN-based communication method in embedded software reliability test,"The invention provides a CAN-based communication method in embedded software reliability test. A communication device comprises a host computer and an object computer which are communicated with each other. The communication method is characterized in that the CAD-based bus protocol and the ID domains of the CAN extended frame are adopted; and the PDU domain dynamically adjusts the three different types of communication modes of the host computer and the object computer according to the difference of the ID domains. The communication method has good real-time property, reliability and flexibility."
120,CN2009-10025156,Automatic installation and update method of safety access software configuration of mobile terminal,"The invention discloses an automatic installation and update method of safety access software configuration of a mobile terminal. The method provides a method for realizing safe and convenient configuration installation and update to a safety access software program at the mobile terminal so as to simplify the installation of the program at the client side, to facilitate the configuration update of the program at the client side as well as to improve the use safety of the software through configuration data restoration. The automatic installation and update method mainly comprises the auto registration of the software at the client side of the mobile terminal and the configuration update of the software at the client side of the mobile terminal."
121,CN2009-10077688,Method and system for software safety management," The present invention discloses a method for software safety management. TRE which is identified to IDc is installed in NE. The TRE comprises the following components: K and F which are shared with HLR/HSS, S which is shared with EIMC, and H1 which is shared with OMC. The OMC obtains the H of software when NE downloads software, and transmits H, IDc or H, IDi to the EIMC. The EIMC transmits IDc to HLR/HSS. The HLR/HSS searches out the K which is shared with NE and generates a random number R. The K and R are executed with F calculation. The Ks and R are transmitted to EIMC after calculating out the Ks. The EIMC uses S for executing digital signature calculation to the Ks and H for obtaining a digital signature Sr. The IDc, Sr, H, R or IDi, Sr, H, R are transmitted to OMC. The OMC transmits the software, R, H, and Sr to NE. The NE uses H1, F and S for calculating Sr' and H'. If Ks'=Ks and H'=H, the software is determined to integrated, and otherwise the software is determined to un-integrated. The invention simultaneously discloses a system for software safety management. The invention guarantees the safety of communication system. "
122,CN2007-10064528,"Digital content safety control method, software and hardware device","The invention discloses a digital content safety management method which is characterized by consisting of a digital content, an encryption server, an authorization key, a storage medium and a safety playing terminal. The encryption server can be legally logged through the authorization key to select an encryption flow; an encryption arithmetic is used for calculating the implement key, the digital content and the encryption parameters to generate the digital content of a cryptograph and add an explanation field and a checking field. The explanation field comprises an encryption flow number, an encryption arithmetic number, a mark sequence number, the type of the play terminal, an encryption key number and a play condition corresponding to the digital content of the cryptograph. The invention also discloses a safe digital player."
123,CN2005-10042875,Method for raising reliability of software system based on strucural member,"Under condition that JToneFrame application server cluster with multiple nodes does not stop service, using strategy of distributed load allocation, the disclosed method can realize following functions: loading and deleting node in cluster dynamically; supporting horizontal and vertical segmentation; balancing EJB container loads in object level and method level; cluster of supporting non state conversation Bean, state conversation Bean and entity Bean. In the invention, there is no possibility of single nonserviceable point; load divider is not self-existent, and load divider is as a module of each node. Thus, the invention solves issue of centeralization, and allocates requests to each node dispersedly."
124,CN2006-20008170,Network software-based information safety protector,
125,CN2006-10062471,System and method for enhancing reliability of software patch of net element devices,The invention comprises a main apparatus and a stand by apparatus. The main apparatus synchronizes the operation of its patch file to the stand by apparatus automatically or based on the request from the stand by apparatus; the stand by apparatus synchronously executes the operation in order to keep in line with the main apparatus. The invention also provides a method for enhancing the reliability of software patch of network element device.
126,CN2006-10090352,Method for assuring equipment software on-line downloading reliability,"The method comprises: in the first, a cyclic redundancy check is calculated for the downloaded application program; after the download is completed, making a power-on initiation, and starting the program to recalculate the cyclic redundancy check for the application program; comparing the results of the calculations; if they are inequality, then loading the previous application program capable of normally working; otherwise, loading the downloaded application program."
127,CN2006-10065117,Information safety protecting method and protector based on network software,"The invention can make multi client sides to share one protected software product by setting an encrypting lock at the host machine at service side and connecting the host machine at client side to service side having the encrypting lock. The key information of the protected software product is saved in the encrypting lock and keeps normal running of software by interaction with the encrypting lock. The access of client side is controlled by service side, and one encrypting lock can be independently shared by multi client sides. By using the invention, the amount of software protecting devices can be decreased."
128,10237167,Electronic unit for preset gearbox functions in road vehicle has functional software processor and electronic safety system to determine vehicle operating conditions in advance,An electronic control unit regulates preset functions in an automatic gearbox and has a main processor for running functional software to control preset gearbox functions for a motor vehicle. An electronic safety system with a redundant processor and monitoring software determines the operating conditions of the motor vehicle in advance regarding how critical they are to safety. Independent claims are also included for an electronic motor vehicle safety system for carrying out the method of the present invention and for an adapter plug for connecting a cable tree plug-in connection to a control device connection.
129,102004037687,"Generation of code for implementing a software model of a physical process in which various physical interactions occurs, wherein additional safety elements are implemented in the code to detect its abnormal behavior","Method for generating code that implements a software model of physical interactions, whereby data elements from the software model are implemented in code and whereby a predefined signal flow occurs within the software model. In addition to the data elements, safety elements are implemented at predefined points in the signal flow, through which normal and abnormal behavior of the software can be represented or monitored in that predefined properties of the software model are defined or monitored. - An INDEPENDENT CLAIM is made for a device for software code generation."
130,202005017997,"Voltage switching arrangement for information technology network in safety-critical applications, especially in hospitals, has control software used to coil switching currents","Arrangement for voltage switching in unearthed insulated alternating current networks, in which a failure of the main network causes switching to an auxiliary network. Cyclic test cycles are generated in which an isolating relay (25) and a resistance isolating relay (26) cause current limiting of the control current circuit (16). Control software is used to monitor the current in the coils of power switching units (K1, K2). An independent claim is made for a further voltage switching arrangement for an IT network."
131,EP2006-219584,Method and software product for managing data exchange in a high-dynamics safety-critical system,
132,EP2006-219584,Method and software product for managing data exchange in a high-dynamics safety-critical system,
133,EPTW09-6116724,Software safety analysis and evaluation device,"Disclosed is a software safety analysis and evaluation device, including: means for performing dynamic capability analysis related to time; means containing the level of completeness of all important software failure states; means for determining the level of achievability for achieving intended objects; means for analyzing level of details for failed implementations; means for obtaining signal/noise ratio with useful data processing by means of software safety analysis (SSA); means for determining the level of complexity in performing the SSA; and means for determining the level of implementation cost required for performing a SSA. As such, decision makers for a project and the software safety analysis staff may plan the safety analysis project based on specific objects to reach a common consensus in accordance with the different combinations of software safety analyses methods."
134,19911848,"Railway rolling stock operational safety data monitoring method, involves using slave computer with software for controlling operation of master computer and at least one slave computer in train unit","A data monitoring procedure for examining and assessing the operation of railway vehicles, involves detecting the operation of the rail vehicle on the basis of data supplied from data detection equipment, evaluating the data and combining the data to provide a total representative weighting or evaluation, providing a representative assessment of the actual degree of operating safety.  A train unit comprising a vehicle with a central (master) computer, and at least one vehicle with an associated (slave) computer and at least one device for data detection connected to the associated computer, is put in place. Software controlling the combined operation of the central computer and at least one associated computer is loaded by the central computer into the associated computer. The detected data is then communicated to the central computer by the associated computer from the data detection device, via the data transmission device."
135,4240756,Robot for operating motor vehicle on chassis dynamometer - controls robotic body by placing operating device in safety position when hardware or software fault occurs,"The robot has a robotic body (2) controlled by a control unit with a drive unit and several control elements (5,9,13) for operating different devices in the vehicle. When a fault occurs in the hardware or software of the robot, at least one of the control elements is placed in a position in which the associated operating device, e.g. the ignition key (14), performs a safety function. USE - For emission or fuel consumption testing using set driving sequence."
136,EP2687-778,"METHOD TO CONTROL OPERATION AND SAFETY OF A HYDRAULIC PRESS, WHICH HYDRAULIC PRESS WORKS ACCORDING TO THIS METHOD AND USES THE SOFTWARE AND CARRIER APPLIED BY IT",
137,EP2469-633,SOFTWARE SAFETY EXECUTION SYSTEM,"A secure software execution mechanism appropriate for software circulation is provided. At a sender site 312, an executable file 332 and a data file 334 processed by the executable file are encapsulated. The remaining two files 336 and 338 do not physically exist in a pot 320 at the sender site, and an archive file 320 is transferred to a receiver site 314. At the receiver site 314, intangible files 336 and 338 within a pot may be mapped to a file 354 in a local file system or a file 356 within another pot 350 and processed using a file 334 in a pot or the mapped file 354 or 356 by executing a program 332, in conformity with the specification of a security policy 340."
138,EP2469-633,SOFTWARE SAFETY EXECUTION SYSTEM,"  A mechanism for safely executing software which is appropriate for software  distribution. At site (312) of a transmitter side, an execution file (332) and  a data file (334) processed by the execution file are encapsulated. Two  remaining files (336, 338) do not exist physically at a pot (320) of the  transmitter site. An archive file (320) is transmitted to the receiver site  (314). At the receiver site (314), according to the rule of the security  policy (340), a program (332) can map the file (336, 338) substantially not  existing in the port to the file (354) of the local file system and file (356)  of another pot (350) and perform processing by using the file (334) in the pot  and the mapped files (354, 356)."
139,0903964,"Device for improving observance and therapeutic safety of e.g. diabetic patient, by healthcare professional in hospital, has touch screen allowing patient to read treatment managing information, and software permitting creation of interface","The device has a mobile electronic observance and therapeutic safety and information assisting apparatus whose upper, lower and side faces are provided with a touch screen, a support and an ergonomic handle, respectively. The apparatus is programmed by a specific computer software. The touch screen allows a patient to read treatment managing information. The computer software permits creation of a simplified communication interface. A wireless electronic connection system enables sending and receiving of messages and medical information related to or not related to treatment of the patient."
140,0801864,"Continuous non-destructive testing method for e.g. specimen in harbor safety field, involves using images of three-dimensional sectional planes by image analyzing software and/or operator or physical person","The method involves carrying out acquisition of radiographic images of real specimens, by using a transferred optimal trajectory of an X-ray source and a digital X-ray sensor, for controlling the real specimens in a continuous manner and in real time. The acquired radiographic images constitute input parameters of a real time reconstruction algorithm of three-dimensional sectional planes of the controlled real specimens. Images of the sectional planes are used by an image analyzing software and/or an operator or a physical person."
141,EP0604-560,Integrated electronic signatures for approval of process control and safety system software objects,
